	lower_bin_thresh	upper_bin_thresh	bin_prefix	bbox_AP	bbox_AP50	bbox_AP75	bbox_APs	bbox_APm	bbox_APl	bbox_AR@1	bbox_AR@10	bbox_AR	bbox_ARs	bbox_ARm	bbox_ARl	segm_AP	segm_AP50	segm_AP75	segm_APs	segm_APm	segm_APl	segm_AR@1	segm_AR@10	segm_AR	segm_ARs	segm_ARm	segm_ARl	total_obj	small_obj	med_obj	large_obj
0	0.0000	0.1000	0.0000-0.1000	0.01582638926165952	0.0193721431698576	0.0183647328200123	0.015827167495036883	0.07888664689653482	0.021595750132920734	0.3513009913570923	0.5580531411182708	0.598770655429579	0.3585728715728715	0.6544665122459239	0.7387891737891737	0.01603632784089656	0.0192331442740061	0.0175098398755138	0.00795257779815694	0.046486315433382865	0.02499276205158392	0.3176743001816634	0.5224854991412671	0.5565167430454071	0.29367460317460314	0.6278573313940962	0.6974759407259408	26453.0	12185.0	9488.0	4780.0
1	0.1000	0.2000	0.1000-0.2000	0.02293104447036032	0.02988415373406462	0.0262191696123228	0.050511821496785084	0.038907702043149583	0.036026487984646784	0.3516528734885767	0.5134732781446661	0.524893055763316	0.3633991147741148	0.5136325757575757	0.707969537815126	0.02136401410475158	0.029526811778407436	0.024824949666975783	0.020489672676857758	0.035754283315774314	0.038311588361634036	0.31724625732734235	0.4464007191255569	0.4550075828067019	0.30447329059829054	0.46071536796536794	0.6263452650290885	1982.0	163.0	398.0	1421.0
2	0.2000	0.3000	0.2000-0.3000	0.03745723881409568	0.0426471687570284	0.04016395112080379	0.026556096388706058	0.044017242746378644	0.09238178417388107	0.35503610492895255	0.5222340046276791	0.5429720635076045	0.35626513490011386	0.5997348484848485	0.6997184065934066	0.03465379948035828	0.04181388979421566	0.038945830155355604	0.01400137015341714	0.0298767395730542	0.08833126097076424	0.3343476081791299	0.4674977129091248	0.4837412203785451	0.26251909930638917	0.498588924963925	0.6880494505494505	1422.0	112.0	339.0	971.0
3	0.3000	0.4000	0.3000-0.4000	0.02249317026226836	0.029881419016938637	0.02317477487398052	0.057836064166871835	0.05263659371112565	0.054190695361428357	0.3379373136814534	0.5162244779889628	0.5381246907056283	0.37098867880485525	0.5441916044195455	0.7819143356643357	0.02255336908545566	0.02923931444578628	0.02282319221516134	0.0223822323383473	0.042096938879347436	0.05756284918194908	0.3188088958071266	0.46717144082513384	0.4892083378806067	0.3012409547152194	0.4908380018674137	0.7330065073815073	1067.0	125.0	276.0	666.0
4	0.4000	0.5000	0.4000-0.5000	0.022409631100252143	0.02831159027550042	0.02630469888972552	0.03025185544958628	0.04392504884004712	0.06498843633399548	0.3366748439832782	0.5496007844591303	0.568454403228466	0.3865753750218036	0.6033776455026455	0.7136388888888889	0.02163366338629266	0.028104206624645384	0.02476005327925226	0.01142115768645464	0.022558927647857	0.07973561877655469	0.2963135009121006	0.48443653833619155	0.49946633336540414	0.288669893598465	0.5223928571428571	0.6919499389499391	824.0	121.0	281.0	422.0
5	0.5000	0.6000	0.5000-0.6000	0.023693979025475858	0.030327066113059957	0.027552924397498058	0.04345735027435526	0.0929254952056908	0.057318285970980064	0.30633550024848644	0.5283048180965934	0.5499448328928345	0.374389705882353	0.6146866281866281	0.7269156054983977	0.02257892262058006	0.029108657886106382	0.026391379897147883	0.016712068410632618	0.06319962170364905	0.06540846040233875	0.28341824935619403	0.46552440956221197	0.478644406512605	0.2775861928104575	0.5250515873015873	0.7145592005397201	670.0	133.0	270.0	267.0
6	0.6000	0.7000	0.6000-0.7000	0.02176332016831	0.0263926808258304	0.023783100847192356	0.041867871117001014	0.05158234774922852	0.030159189978402823	0.3215871641738809	0.5542430461733531	0.57797280169323	0.3798238095238095	0.6304102707749767	0.7224722777222776	0.0195555525576744	0.02601721272594888	0.02288706462835418	0.02585497660576656	0.03103437045230728	0.03600728913807968	0.2945536347830625	0.5050729720914824	0.5208128785871433	0.2890461538461538	0.5645416433239963	0.7147321567321567	548.0	122.0	244.0	182.0
7	0.7000	0.8000	0.7000-0.8000	0.024382355451027883	0.029938605366463856	0.027962792695526716	0.03454465564958694	0.08362189077742947	0.0490841345421963	0.34608254522642634	0.5269438201594472	0.5557238983645248	0.39231994720965313	0.5676615100585689	0.7421753568093905	0.02005750443921894	0.030118756464639157	0.02213718147294392	0.01883955596486282	0.054513321419085436	0.05062705314235416	0.3125819803698436	0.47163192777394547	0.49554033494952476	0.3127647058823529	0.49293948943213656	0.7177674636521274	486.0	126.0	244.0	116.0
8	0.8000	0.9000	0.8000-0.9000	0.020803644490890498	0.0253819894248556	0.02377908266310774	0.06432712368727789	0.06643367471227937	0.045201993915142104	0.34825863003095975	0.5361103215522203	0.5690397413422075	0.37570418552036194	0.5933505777310925	0.7489418914418915	0.01843437204180374	0.02548232216012426	0.019642152944075862	0.02472205598183828	0.04350006619597162	0.07269716115153366	0.3272457954460788	0.5013973091033245	0.5306449963063891	0.32680316742081444	0.5301140581232493	0.7543656343656344	448.0	151.0	256.0	41.0
9	0.9000	1.0000	0.9000-1.0000	0.03908056809087262	0.0458325567192359	0.044658898026758605	0.0442345923390755	0.058860272785666176	0.08004475206717185	0.32297938873468013	0.5339663130346775	0.5635504674170493	0.3778227513227513	0.5844768595083721	0.6923055555555555	0.03999210045002534	0.04569640570159278	0.043624904693912295	0.03078057896292722	0.03974541271125975	0.08949224813237047	0.31453819015879	0.5168470013145169	0.5466678715905655	0.3319444444444445	0.5271058831457991	0.7309861111111111	2892.0	2092.0	774.0	26.0
