	lower_bin_thresh	upper_bin_thresh	bin_prefix	bbox_AP	bbox_AP50	bbox_AP75	bbox_APs	bbox_APm	bbox_APl	bbox_AR@1	bbox_AR@10	bbox_AR	bbox_ARs	bbox_ARm	bbox_ARl	segm_AP	segm_AP50	segm_AP75	segm_APs	segm_APm	segm_APl	segm_AR@1	segm_AR@10	segm_AR	segm_ARs	segm_ARm	segm_ARl	total_obj	small_obj	med_obj	large_obj
0	0.0000	0.1000	0.0000-0.1000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18959.0	9291.0	7038.0	2630.0
1	0.1000	0.2000	0.1000-0.2000	0.006562408082870079	0.00966917673881432	0.00837567702462726	0.02218674429091766	0.039987600516019406	0.008471330032809445	0.07208764410939111	0.08747969381785431	0.08210223428954838	0.062181541633478096	0.14866261004971354	0.026338808264119995	0.005597787784140078	0.009118519388637619	0.005436050783332319	0.00549213599839192	0.018113182285696014	0.008959738090175862	0.05836581504060351	0.06017134805944985	0.05665028390929566	0.036509254964285635	0.12072612932418708	0.01634720672623191	1447.0	172.0	423.0	852.0
2	0.2000	0.3000	0.2000-0.3000	0.0025463256466071206	0.003972743575794042	0.0029665076674286785	0.031236223715717118	-0.0038979648105052014	0.005595762491104963	0.04697304876969552	0.056781344107769915	0.06274028669869303	0.09707745945726662	-0.03157839825648473	0.08496713527486854	0.0025690216402460032	0.005035664614045497	0.0013247989191173624	0.011257367488818022	0.00012742270830588473	0.0033283184007567718	0.054835788980604844	0.04897332579406444	0.04959772449722161	0.06009287636332339	-0.03268627239002159	0.06462462727246732	1515.0	136.0	391.0	988.0
3	0.3000	0.4000	0.3000-0.4000	0.008299861825999021	0.009454783602107619	0.010982258941487463	-0.027803256517199997	0.0016063091988983563	0.014184554355573614	0.01042555408322754	-0.007508198801524035	-0.015263698493473532	-0.08199365769913852	0.012616524013254526	0.00951951392563355	0.009250898115591221	0.00852836824881368	0.012648604685482236	-0.007999324542549143	0.0041152315551698515	0.022311201659540557	0.009839069084592506	0.0015061886928500745	-0.0013407244691923115	-0.04687476103335987	-0.001083052336765311	0.033799899325441696	1427.0	146.0	346.0	935.0
4	0.4000	0.5000	0.4000-0.5000	-0.0015585795370036404	-0.0015124968950192205	-0.0038688877683096985	-0.007795247827300119	0.0009450060087966006	-0.004492960905279918	0.00117888837655733	-0.014407709904472876	-0.00454023090593203	0.023089586502429454	0.008019004596613977	-0.03556330129179641	-0.002051222971356924	-0.001448053826589038	-0.0020286613351041954	-0.003324806407973598	0.0028882403284102506	-0.006678716514974765	0.010537136270006131	-0.007518876611152525	-0.0011629514852997125	0.008453906410118811	0.00786991472777332	-0.02430605779430617	1298.0	144.0	354.0	800.0
5	0.5000	0.6000	0.5000-0.6000	0.006703254295210657	0.012208613201917837	0.007612420333466301	0.0006234686841566188	0.030848538705973566	0.008785492485676075	0.01623585410536449	0.019960589971878606	0.014459818109284817	0.004165911768344105	-0.012807010341517822	0.0242555630418666	0.006512183192346442	0.012820609095664882	0.00877165226328936	-0.0005861862910755012	0.02374517756126108	0.0024700836524527356	0.015309181721124832	0.039032863429764364	0.031907830380517754	0.012091436384774348	0.019948524611655416	0.04280493107436678	1231.0	140.0	340.0	751.0
6	0.6000	0.7000	0.6000-0.7000	-0.0015803905025033212	-0.006733508142298436	-0.0021034680271076467	-0.008428719584778841	-0.03175920575109921	0.008789364752070462	-0.022232344056215714	-0.004408503186498103	-0.005360925140713513	-0.008468337632374562	0.01984602175304545	0.00671196959878817	-0.0007436623513641556	-0.006907711310281901	-0.0017836991587316386	-0.0011799905444253786	-0.026605622653111158	0.016826513809984678	-0.006710196741026742	-0.008005713391695979	-0.005540609044703937	-0.007393067536140274	0.013247277557800197	0.017881104911320667	1088.0	140.0	337.0	611.0
7	0.7000	0.8000	0.7000-0.8000	-0.003115076267944737	-0.0028073136041237637	-0.002193340673501836	0.013875660798824921	0.02710605599881724	-0.010179363226306998	-0.005407659807206033	-0.02163711741517893	-0.024306951406692368	-0.023089513186067417	0.037516856163094525	-0.011715478995905637	-0.003944954259160541	-0.003287547386624859	-0.00427312879791782	0.00358806971015374	0.017941576959510673	-0.005906671533077862	-0.028251712892525788	-0.032997288139489156	-0.03548623980363519	-0.020771006124221808	0.01414808174544191	-0.025716366706631244	968.0	147.0	361.0	460.0
8	0.8000	0.9000	0.8000-0.9000	-0.003030665204483439	0.0002395972328850457	-0.0034681071661466015	-0.0080633576017872	0.011654734386592286	-0.005290713255686502	0.005563477850692999	0.015784557623024054	0.018741564440021008	-0.005995902093450051	0.009472784444706062	0.05706597971378291	-0.0040302264476722825	0.00017968603495478047	-0.006903830634578362	-0.00756970787220736	-5.6164727241195256e-05	-0.001802531739660107	0.014821425075590977	0.021112831425638856	0.024047518905270904	-0.00943988541086832	0.017369810975257194	0.08209354766119004	961.0	150.0	410.0	401.0
9	0.9000	1.0000	0.9000-1.0000	0.00257017826693964	-0.0005023128410102801	0.0049455454775894185	0.009314334505356757	-0.03432936249723324	0.0013376160646524846	0.0052765624054574856	0.025160699847261048	0.029456420892298163	0.05688845771243298	0.011787574240294418	-0.044092162882213626	0.004263691349692698	-3.6105078938482305e-05	0.006148974408196794	0.011002720645115838	-0.015904971420118624	-0.0049459522076510665	0.009451970249529401	0.03502405723023383	0.03822851545080247	0.06183347432063316	0.029582361321513095	-0.044942193352913495	7899.0	4867.0	2568.0	464.0
