	lower_bin_thresh	upper_bin_thresh	bin_prefix	bbox_AP	bbox_AP50	bbox_AP75	bbox_APs	bbox_APm	bbox_APl	bbox_AR@1	bbox_AR@10	bbox_AR	bbox_ARs	bbox_ARm	bbox_ARl	segm_AP	segm_AP50	segm_AP75	segm_APs	segm_APm	segm_APl	segm_AR@1	segm_AR@10	segm_AR	segm_ARs	segm_ARm	segm_ARl	total_obj	small_obj	med_obj	large_obj
0	0.0000	0.1000	0.0000-0.1000	0.01150460826448076	0.01723281789974314	0.01302699397157472	0.00830562420101304	0.020797081604130883	0.02339482046894742	0.16290276432826803	0.28154156159393556	0.3002061503249841	0.06887142344409808	0.3049203141505899	0.5006870578537246	0.010734453109301259	0.0153783882814913	0.011884948562140878	0.00277241534844346	0.011927425979230119	0.0283874647315832	0.1371420111973946	0.2403104384377291	0.25338168986385085	0.04458093309029802	0.24387115705204027	0.44659824165884776	23040.0	10918.0	8422.0	3700.0
1	0.1000	0.2000	0.1000-0.2000	0.015361886832814881	0.024000381442271956	0.016282308958049403	0.022555764790252876	0.052625088594647984	0.027538027765127537	0.22601382279403173	0.32722502341496174	0.33776755783417894	0.11280695866448351	0.3243766607264585	0.6010034343391941	0.014831163516334922	0.02376326349248166	0.01374190021686184	0.01412391429690372	0.028327344830185362	0.03618674028250882	0.20194938129877124	0.2773043040216744	0.2848327201269316	0.08905416461361199	0.25438818338981284	0.5354726386870062	1849.0	167.0	436.0	1246.0
2	0.2000	0.3000	0.2000-0.3000	0.0223004185881591	0.030142866313396882	0.025058531229780318	0.020011519876072942	0.04602225873741207	0.04753721619781092	0.2391393215236588	0.3229370807282504	0.33228971720798395	0.08431776022944623	0.3248281607838331	0.5848329401563649	0.021831078383266343	0.0299361636932454	0.0234029686505988	0.0034682949390398405	0.02733566528656132	0.05305037570243004	0.2262982071096853	0.28593529098236004	0.29157967789000294	0.038258723720155416	0.26200871163780826	0.5447066199511585	1543.0	153.0	376.0	1014.0
3	0.3000	0.4000	0.3000-0.4000	0.02175388605908108	0.0323871911052332	0.023351528438628998	0.04079437494540554	0.06153242167823072	0.038745102717173685	0.26051318400121276	0.36203357066873904	0.3684972476287784	0.12737323004118667	0.352468435506343	0.5735743071130368	0.020662725206932818	0.030816242907491697	0.02312841586175418	0.01004460489638832	0.03764646240623927	0.04095844885338235	0.2394822842594307	0.31875896310461754	0.3222545362901215	0.08631500039771449	0.28708005886565446	0.540411529009142	1331.0	132.0	322.0	877.0
4	0.4000	0.5000	0.4000-0.5000	0.02147684994758354	0.0357662401581964	0.02330891108335464	0.0120802128491204	0.049124878664652295	0.05141396430024201	0.2495590002986475	0.3412526857556251	0.3471807143472742	0.08537857516561749	0.3280421671196736	0.5955258224681474	0.021809475304487062	0.0338366852263253	0.02208392483454244	0.00470529102911304	0.02282250121996044	0.056587174448871645	0.24263424240861395	0.3212056566075318	0.3241041169287547	0.057311359677063266	0.30189733804257374	0.579996511704042	1081.0	138.0	282.0	661.0
5	0.5000	0.6000	0.5000-0.6000	0.01978758609102188	0.029612801846274378	0.022027022655795238	0.036768885628250404	0.040763042185371565	0.03945163799588848	0.23179562532727765	0.3389078193968852	0.3451218542879424	0.11394095686200942	0.3365144350986615	0.5419867642444143	0.01808114744363032	0.02871370853000792	0.01743311518332684	0.02712307946427796	0.02370527799387576	0.048423432137406935	0.20318814315391326	0.2985831693808882	0.3021906723200661	0.07990352773247507	0.28244213565335907	0.5086332902670112	913.0	130.0	302.0	481.0
6	0.6000	0.7000	0.6000-0.7000	0.02062334274367386	0.029770881456249416	0.025913447499710918	0.00613249650924696	0.038701114045319576	0.04114264349964042	0.2078441250756316	0.3151902710051253	0.33218430626819695	0.08954760743649628	0.3599345684561878	0.5604712961779299	0.01781075272004098	0.029252071410949883	0.02058046726688874	0.00102056236283004	0.01915941469939742	0.04714976182580704	0.19142613880502143	0.27493169662720207	0.2868128472747518	0.0402136174636174	0.28966295783179724	0.538978899187854	777.0	109.0	323.0	345.0
7	0.7000	0.8000	0.7000-0.8000	0.01794296602485772	0.0248107394843739	0.019443405835190698	0.011062393170736378	0.0514701361325558	0.041132830725192485	0.23589089922595002	0.32999546699093335	0.34011465182599293	0.10990028264240881	0.3442855680895288	0.5908092314277275	0.01714881047971034	0.024321701161383	0.019149527993615217	0.0017790778672568202	0.019642423028874898	0.04610798232442912	0.2162197709311553	0.3014936569392802	0.3077388953303558	0.07110959991002404	0.2949467553379447	0.5811373608500344	711.0	147.0	304.0	260.0
8	0.8000	0.9000	0.8000-0.9000	0.02190955517622838	0.032620274267650615	0.022337755567675498	0.04360158715427776	0.041391949556921805	0.04388305205053974	0.21676512943904164	0.32460511925979446	0.3334370268037703	0.1095693602451914	0.3482041684690159	0.5325460371085371	0.0200445484345003	0.02934026484918186	0.020836129940448776	0.01215986382845926	0.02278614782164884	0.04902860651005556	0.20160715037082913	0.29109837481964446	0.2987488689025081	0.042286360081756444	0.29691434660461685	0.5408257704132703	662.0	145.0	341.0	176.0
9	0.9000	1.0000	0.9000-1.0000	0.01130202979817286	0.016959496745248222	0.01200005177503296	0.013606157115122242	0.034674796767485076	0.0279217324319742	0.20180502257988592	0.30732309415941916	0.31581078605720536	0.09014946919562503	0.32632202161035345	0.4987250731709417	0.01096327424006794	0.01660414579023782	0.01256825608738912	0.005664842770979939	0.01750062049434796	0.0303687361689891	0.20022199662973073	0.3047439458055159	0.31167836148841005	0.06871890092498514	0.2837126913303017	0.5413855171656486	4886.0	3294.0	1459.0	133.0
